ID	taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_969	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Demequinaceae|g__Demequina	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae	Demequina	
OTU_5954	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_fumarioli	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_fumarioli
OTU_1220	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_MCBD17_013	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium_sp_MCBD17_013
OTU_2010	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Micropruina|s__Micropruina_glycogenica	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Micropruina	Micropruina_glycogenica
OTU_13575	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__NA|f__NA|g__NA|s__Gammaproteobacteria_bacterium_RIFCSPHIGHO2_12_FULL_41_15	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria_bacterium_RIFCSPHIGHO2_12_FULL_41_15
OTU_12762	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_salmonicida	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas_salmonicida
OTU_7388	k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales|f__NA|g__NA|s__Ignavibacteriales_bacterium_CG_4_9_14_3_um_filter_30_11	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	NA	NA	Ignavibacteriales_bacterium_CG_4_9_14_3_um_filter_30_11
OTU_7341	k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas|s__Gemmatimonas_sp_SG8_23	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_sp_SG8_23
OTU_6543	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp_BIHB4019	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_sp_BIHB4019
OTU_9215	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp_N122	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_sp_N122
OTU_9439	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Cereibacter|s__Cereibacter_changlensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter	Cereibacter_changlensis
OTU_8632	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_sp_Leaf108	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_sp_Leaf108
OTU_7561	k__Bacteria|p__NA|c__NA|o__NA|f__NA|g__NA|s__candidate_division_KSB3_bacterium	Bacteria	NA	NA	NA	NA	NA	candidate_division_KSB3_bacterium
OTU_12107	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_sp_Nsp1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira_sp_Nsp1
OTU_5562	k__Bacteria|p__Cyanobacteria|c__NA|o__Nostocales|f__Rivulariaceae|g__Calothrix|s__Calothrix_sp_NIES-2098	Bacteria	Cyanobacteria	NA	Nostocales	Rivulariaceae	Calothrix	Calothrix_sp_NIES-2098
OTU_2272	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_sp_HH130629-09	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_sp_HH130629-09
OTU_1864	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_lupini	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora_lupini
OTU_9502	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Labrenzia|s__Labrenzia_sp_Alg231-36	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	Labrenzia_sp_Alg231-36
OTU_14396	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae|g__Beggiatoa|s__Beggiatoa_sp_PS	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa	Beggiatoa_sp_PS
OTU_12164	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__NA|s__Rhodocyclaceae_bacterium_UTPRO2	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA	Rhodocyclaceae_bacterium_UTPRO2
OTU_6177	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Falsibacillus|s__Falsibacillus_sp_GY_10110	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Falsibacillus	Falsibacillus_sp_GY_10110
OTU_3843	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aquimarina|s__Aquimarina_megaterium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina_megaterium
OTU_4567	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_antarcticus	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter_antarcticus
OTU_8459	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum_oryzae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum_oryzae
OTU_6447	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_castaneae	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_castaneae
OTU_14715	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|s__Xanthomonas_axonopodis	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_axonopodis
OTU_13417	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella_fairfieldensis	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_fairfieldensis
OTU_14852	k__Bacteria|p__Rhodothermaeota|c__Rhodothermia|o__Rhodothermales|f__Rubricoccaceae|g__Rubricoccus|s__Rubricoccus_marinus	Bacteria	Rhodothermaeota	Rhodothermia	Rhodothermales	Rubricoccaceae	Rubricoccus	Rubricoccus_marinus
OTU_14205	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_K1S02-6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_K1S02-6
OTU_12883	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Colwellia	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
OTU_1352	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_lacus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_lacus
OTU_6621	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp_oral_taxon_786	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_sp_oral_taxon_786
OTU_10711	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp_MG	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis_sp_MG
OTU_12602	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__NA|f__NA|g__NA|s__Deltaproteobacteria_bacterium_HGW-Deltaproteobacteria-9	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	Deltaproteobacteria_bacterium_HGW-Deltaproteobacteria-9
OTU_6847	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_intestinale	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_intestinale
OTU_11050	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus_sp_HMR-1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus_sp_HMR-1
OTU_12424	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter|s__Geobacter_sp_DSM_9736	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_sp_DSM_9736
OTU_9603	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pannonibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pannonibacter	
OTU_4422	k__Bacteria|p__Bacteroidetes|c__NA|o__NA|f__NA|g__NA|s__Bacteroidetes_bacterium_GWF2_41_9	Bacteria	Bacteroidetes	NA	NA	NA	NA	Bacteroidetes_bacterium_GWF2_41_9
OTU_5493	k__Bacteria|p__Cyanobacteria|c__NA|o__Nostocales|f__Hapalosiphonaceae	Bacteria	Cyanobacteria	NA	Nostocales	Hapalosiphonaceae		
OTU_7531	k__Bacteria|p__NA|c__NA|o__NA|f__NA|g__NA|s__bacterium_HR31	Bacteria	NA	NA	NA	NA	NA	bacterium_HR31
OTU_11654	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__NA|g__Thiomonas|s__Thiomonas_bhubaneswarensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Thiomonas	Thiomonas_bhubaneswarensis
OTU_7759	k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Leptospirillum|s__Leptospirillum_rubarum	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum_rubarum
OTU_13143	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Oceanococcus|s__Oceanococcus_sp	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Oceanococcus	Oceanococcus_sp
OTU_14364	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	
OTU_9922	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Wenxinia|s__Wenxinia_marina	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Wenxinia	Wenxinia_marina
OTU_7393	k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__NA|f__NA|g__NA|s__Ignavibacteria_bacterium_CG1_02_37_35	Bacteria	Ignavibacteriae	Ignavibacteria	NA	NA	NA	Ignavibacteria_bacterium_CG1_02_37_35
OTU_12411	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Pelobacter|s__Pelobacter_sp_SFB93	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter_sp_SFB93
OTU_69	k__Bacteria|p__Acidobacteria|c__NA|o__NA|f__NA|g__NA|s__Acidobacteria_bacterium_13_1_20CM_2_65_9	Bacteria	Acidobacteria	NA	NA	NA	NA	Acidobacteria_bacterium_13_1_20CM_2_65_9
OTU_2349	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptacidiphilus|s__Streptacidiphilus_anmyonensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus_anmyonensis
OTU_11657	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__NA|g__Thiomonas|s__Thiomonas_sp_13-64-67	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Thiomonas	Thiomonas_sp_13-64-67
OTU_11638	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__NA|g__Roseateles|s__Roseateles_terrae	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Roseateles	Roseateles_terrae
OTU_8592	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_gossipiicola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_gossipiicola
OTU_12948	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_rubra	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas_rubra
OTU_13483	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methyloglobulus|s__Methyloglobulus_morosus	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloglobulus	Methyloglobulus_morosus
OTU_659	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_aetherivorans	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus_aetherivorans
OTU_5487	k__Bacteria|p__Cyanobacteria|c__NA|o__Nostocales|f__Aphanizomenonaceae|g__Dolichospermum|s__Dolichospermum_compactum	Bacteria	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Dolichospermum	Dolichospermum_compactum
OTU_269	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp_HMSC06G04	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_sp_HMSC06G04
OTU_10300	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Porphyrobacter|s__Porphyrobacter_colymbi	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter_colymbi
OTU_10255	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Croceicoccus	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Croceicoccus	
OTU_14075	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_migulae	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_migulae
OTU_1973	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Aeromicrobium|s__Aeromicrobium_marinum	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium_marinum
OTU_1848	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_cremea	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora_cremea
OTU_13546	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__NA|f__NA|g__NA|s__Gammaproteobacteria_bacterium_GWE2_37_16	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria_bacterium_GWE2_37_16
OTU_5663	k__Bacteria|p__Cyanobacteria|c__NA|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya|s__Leptolyngbya_sp_PCC_7375	Bacteria	Cyanobacteria	NA	Synechococcales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya_sp_PCC_7375
OTU_9289	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Sinorhizobium|s__Sinorhizobium_sp_CCBAU_05631	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium_sp_CCBAU_05631
OTU_9613	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_chinensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus_chinensis
OTU_5555	k__Bacteria|p__Cyanobacteria|c__NA|o__Nostocales|f__Rivulariaceae|g__Calothrix|s__Calothrix_desertica	Bacteria	Cyanobacteria	NA	Nostocales	Rivulariaceae	Calothrix	Calothrix_desertica
OTU_5727	k__Bacteria|p__Deinococcus-Thermus	Bacteria	Deinococcus-Thermus					
OTU_14763	k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales|f__NA|g__NA|s__Hydrogenophilales_bacterium_16-62-9	Bacteria	Proteobacteria	Hydrogenophilalia	Hydrogenophilales	NA	NA	Hydrogenophilales_bacterium_16-62-9
OTU_11650	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__NA|g__Tepidimonas|s__Tepidimonas_fonticaldi	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Tepidimonas	Tepidimonas_fonticaldi
OTU_6102	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_MUM_13	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_sp_MUM_13
OTU_3078	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae|g__Actinomadura|s__Actinomadura_latina	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura_latina
OTU_9584	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Nereida|s__Nereida_ignava	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nereida	Nereida_ignava
OTU_2578	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp_142MFCol31	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp_142MFCol31
OTU_8227	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella_sp_AR_15-3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella_sp_AR_15-3
OTU_2638	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp_CB03238	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp_CB03238
OTU_1292	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Labedella|s__Labedella_populi	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Labedella	Labedella_populi
OTU_8129	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__NA|f__NA|g__NA|s__Alphaproteobacteria_bacterium_MarineAlpha3_Bin4	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria_bacterium_MarineAlpha3_Bin4
OTU_9656	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pararhodobacter|s__Pararhodobacter_sp_AM505	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pararhodobacter	Pararhodobacter_sp_AM505
OTU_6510	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_polymyxa	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_polymyxa
OTU_2759	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_sp_NRRL_F-5122	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp_NRRL_F-5122
OTU_61	k__Bacteria|p__Acidobacteria|c__Holophagae|o__Holophagales|f__Holophagaceae	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae		
OTU_5911	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_alveayuensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_alveayuensis
OTU_1778	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Xylanibacterium|s__Xylanibacterium_ulmi	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Xylanibacterium	Xylanibacterium_ulmi
OTU_4728	k__Bacteria|p__Candidatus_Campbellbacteria|c__NA|o__NA|f__NA|g__NA|s__Candidatus_Campbellbacteria_bacterium_RIFOXYC2_FULL_35_25	Bacteria	Candidatus_Campbellbacteria	NA	NA	NA	NA	Candidatus_Campbellbacteria_bacterium_RIFOXYC2_FULL_35_25
OTU_2176	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis_nigrescens	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis_nigrescens
OTU_14151	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_C5pp	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp_C5pp
OTU_12508	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Myxococcus|s__Myxococcus_xanthus	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus_xanthus
OTU_3590	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Cyclobacterium|s__Cyclobacterium_lianum	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	Cyclobacterium_lianum
OTU_12433	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__NA|s__Geobacteraceae_bacterium_GWB2_52_12	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	NA	Geobacteraceae_bacterium_GWB2_52_12
OTU_786	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Frankiaceae|g__Frankia|s__Frankia_sp_KB5	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia_sp_KB5
OTU_5691	k__Bacteria|p__Cyanobacteria|c__NA|o__Synechococcales|f__Synechococcaceae|g__Cyanobium|s__Cyanobium_sp_CACIAM_14	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Cyanobium	Cyanobium_sp_CACIAM_14
OTU_5918	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_azotoformans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_azotoformans
OTU_8457	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum|s__Ochrobactrum_grignonense	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum_grignonense
OTU_15009	k__Bacteria|p__Verrucomicrobia|c__NA|o__NA|f__NA|g__NA|s__Verrucomicrobia_bacterium_SCGC_AG-212-E04	Bacteria	Verrucomicrobia	NA	NA	NA	NA	Verrucomicrobia_bacterium_SCGC_AG-212-E04
OTU_656	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Nocardia|s__Nocardia_vinacea	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia_vinacea
OTU_8779	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Notoacmeibacteraceae|g__Notoacmeibacter|s__Notoacmeibacter_marinus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Notoacmeibacteraceae	Notoacmeibacter	Notoacmeibacter_marinus
